"Country","Date","Total_Deaths","Per_Million_Total_Deaths"
"Albania",2020-03-09,0,0
"Albania",2020-03-10,0,0
"Albania",2020-03-11,0,0
"Albania",2020-03-12,1,0.347
"Albania",2020-03-13,1,0.347
"Albania",2020-03-14,1,0.347
"Albania",2020-03-15,1,0.347
"Albania",2020-03-16,1,0.347
"Albania",2020-03-17,1,0.347
"Albania",2020-03-18,1,0.347
"Albania",2020-03-19,2,0.695
"Albania",2020-03-20,2,0.695
"Albania",2020-03-21,2,0.695
"Albania",2020-03-22,2,0.695
"Albania",2020-03-23,2,0.695
"Albania",2020-03-24,4,1.39
"Albania",2020-03-25,5,1.737
"Albania",2020-03-26,5,1.737
"Albania",2020-03-27,6,2.085
"Albania",2020-03-28,9,3.127
"Albania",2020-03-29,10,3.475
"Albania",2020-03-30,10,3.475
"Albania",2020-03-31,12,4.17
"Albania",2020-04-01,15,5.212
"Albania",2020-04-02,15,5.212
"Albania",2020-04-03,16,5.56
"Albania",2020-04-04,17,5.907
"Albania",2020-04-05,19,6.602
"Albania",2020-04-06,21,7.297
"Albania",2020-04-07,22,7.645
"Albania",2020-04-08,22,7.645
"Albania",2020-04-09,22,7.645
"Albania",2020-04-10,23,7.992
"Albania",2020-04-11,23,7.992
"Albania",2020-04-12,23,7.992
"Albania",2020-04-13,23,7.992
"Albania",2020-04-14,23,7.992
"Albania",2020-04-15,24,8.34
"Albania",2020-04-16,25,8.687
"Albania",2020-04-17,26,9.035
"Albania",2020-04-18,26,9.035
"Albania",2020-04-19,26,9.035
"Albania",2020-04-20,26,9.035
"Albania",2020-04-21,26,9.035
"Albania",2020-04-22,26,9.035
"Albania",2020-04-23,27,9.382
"Albania",2020-04-24,27,9.382
"Albania",2020-04-25,27,9.382
"Albania",2020-04-26,27,9.382
"Albania",2020-04-27,28,9.73
"Albania",2020-04-28,28,9.73
"Albania",2020-04-29,30,10.425
"Albania",2020-04-30,31,10.772
"Albania",2020-05-01,31,10.772
"Albania",2020-05-02,31,10.772
"Albania",2020-05-03,31,10.772
"Albania",2020-05-04,31,10.772
"Albania",2020-05-05,31,10.772
"Albania",2020-05-06,31,10.772
"Albania",2020-05-07,31,10.772
"Albania",2020-05-08,31,10.772
"Albania",2020-05-09,31,10.772
"Albania",2020-05-10,31,10.772
"Albania",2020-05-11,31,10.772
"Albania",2020-05-12,31,10.772
"Albania",2020-05-13,31,10.772
"Albania",2020-05-14,31,10.772
"Albania",2020-05-15,31,10.772
"Albania",2020-05-16,31,10.772
"Albania",2020-05-17,31,10.772
"Albania",2020-05-18,31,10.772
"Albania",2020-05-19,31,10.772
"Albania",2020-05-20,31,10.772
"Albania",2020-05-21,31,10.772
"Albania",2020-05-22,31,10.772
"Albania",2020-05-23,31,10.772
"Albania",2020-05-24,31,10.772
"Albania",2020-05-25,32,11.12
"Albania",2020-05-26,32,11.12
"Albania",2020-05-27,33,11.467
"Albania",2020-05-28,33,11.467
"Albania",2020-05-29,33,11.467
"Albania",2020-05-30,33,11.467
"Albania",2020-05-31,33,11.467
"Albania",2020-06-01,33,11.467
"Albania",2020-06-02,33,11.467
"Albania",2020-06-03,33,11.467
"Albania",2020-06-04,33,11.467
"Albania",2020-06-05,33,11.467
"Albania",2020-06-06,33,11.467
"Albania",2020-06-07,34,11.815
"Albania",2020-06-08,34,11.815
"Albania",2020-06-09,34,11.815
"Albania",2020-06-10,34,11.815
"Albania",2020-06-11,34,11.815
"Albania",2020-06-12,35,12.162
"Albania",2020-06-13,36,12.51
"Albania",2020-06-14,36,12.51
"Albania",2020-06-15,36,12.51
"Albania",2020-06-16,36,12.51
"Albania",2020-06-17,37,12.857
"Albania",2020-06-18,38,13.205
"Albania",2020-06-19,39,13.552
"Albania",2020-06-20,42,14.594
"Albania",2020-06-21,43,14.942
"Albania",2020-06-22,44,15.289
"Albania",2020-06-23,44,15.289
"Albania",2020-06-24,45,15.637
"Albania",2020-06-25,47,16.332
"Albania",2020-06-26,49,17.027
"Albania",2020-06-27,51,17.722
"Albania",2020-06-28,53,18.417
"Albania",2020-06-29,55,19.112
"Albania",2020-06-30,58,20.154
"Albania",2020-07-01,62,21.544
"Albania",2020-07-02,65,22.587
"Albania",2020-07-03,69,23.977
"Albania",2020-07-04,72,25.019
"Albania",2020-07-05,74,25.714
"Albania",2020-07-06,76,26.409
"Albania",2020-07-07,79,27.452
"Albania",2020-07-08,81,28.147
"Albania",2020-07-09,83,28.841
"Albania",2020-07-10,83,28.841
"Albania",2020-07-11,85,29.536
"Albania",2020-07-12,89,30.926
"Albania",2020-07-13,93,32.316
"Albania",2020-07-14,95,33.011
"Albania",2020-07-15,97,33.706
"Albania",2020-07-16,101,35.096
"Albania",2020-07-17,104,36.139
"Albania",2020-07-18,107,37.181
"Albania",2020-07-19,111,38.571
"Albania",2020-07-20,112,38.919
"Albania",2020-07-21,113,39.266
"Albania",2020-07-22,117,40.656
"Albania",2020-07-23,120,41.699
"Albania",2020-07-24,123,42.741
"Albania",2020-07-25,128,44.478
"Albania",2020-07-26,134,46.563
"Albania",2020-07-27,138,47.953
"Albania",2020-07-28,144,50.038
"Albania",2020-07-29,148,51.428
"Albania",2020-07-30,150,52.123
"Albania",2020-07-31,154,53.513
"Albania",2020-08-01,157,54.556
"Albania",2020-08-02,161,55.946
"Albania",2020-08-03,166,57.683
"Albania",2020-08-04,172,59.768
"Albania",2020-08-05,176,61.158
"Albania",2020-08-06,182,63.243
"Albania",2020-08-07,188,65.328
"Albania",2020-08-08,189,65.675
"Albania",2020-08-09,193,67.065
"Andorra",2020-03-03,0,0
"Andorra",2020-03-14,0,0
"Andorra",2020-03-16,0,0
"Andorra",2020-03-17,0,0
"Andorra",2020-03-18,0,0
"Andorra",2020-03-19,0,0
"Andorra",2020-03-20,0,0
"Andorra",2020-03-21,0,0
"Andorra",2020-03-22,0,0
"Andorra",2020-03-23,0,0
"Andorra",2020-03-24,0,0
"Andorra",2020-03-25,0,0
"Andorra",2020-03-26,0,0
"Andorra",2020-03-27,3,38.827
"Andorra",2020-03-28,3,38.827
"Andorra",2020-03-29,4,51.77
"Andorra",2020-03-30,6,77.655
"Andorra",2020-03-31,8,103.54
"Andorra",2020-04-01,12,155.31
"Andorra",2020-04-02,14,181.195
"Andorra",2020-04-03,15,194.137
"Andorra",2020-04-04,16,207.08
"Andorra",2020-04-05,17,220.022
"Andorra",2020-04-06,18,232.964
"Andorra",2020-04-07,21,271.792
"Andorra",2020-04-08,22,284.734
"Andorra",2020-04-09,23,297.677
"Andorra",2020-04-10,25,323.562
"Andorra",2020-04-11,26,336.504
"Andorra",2020-04-12,28,362.389
"Andorra",2020-04-13,29,375.332
"Andorra",2020-04-14,29,375.332
"Andorra",2020-04-15,31,401.217
"Andorra",2020-04-16,33,427.102
"Andorra",2020-04-17,33,427.102
"Andorra",2020-04-18,35,452.986
"Andorra",2020-04-19,35,452.986
"Andorra",2020-04-20,36,465.929
"Andorra",2020-04-21,36,465.929
"Andorra",2020-04-22,37,478.871
"Andorra",2020-04-23,37,478.871
"Andorra",2020-04-24,37,478.871
"Andorra",2020-04-25,40,517.699
"Andorra",2020-04-26,40,517.699
"Andorra",2020-04-27,40,517.699
"Andorra",2020-04-28,40,517.699
"Andorra",2020-04-29,41,530.641
"Andorra",2020-04-30,42,543.584
"Andorra",2020-05-01,42,543.584
"Andorra",2020-05-02,43,556.526
"Andorra",2020-05-03,44,569.469
"Andorra",2020-05-04,45,582.411
"Andorra",2020-05-05,45,582.411
"Andorra",2020-05-06,46,595.354
"Andorra",2020-05-07,46,595.354
"Andorra",2020-05-08,47,608.296
"Andorra",2020-05-09,47,608.296
"Andorra",2020-05-10,48,621.239
"Andorra",2020-05-11,48,621.239
"Andorra",2020-05-12,48,621.239
"Andorra",2020-05-13,48,621.239
"Andorra",2020-05-14,49,634.181
"Andorra",2020-05-15,49,634.181
"Andorra",2020-05-16,49,634.181
"Andorra",2020-05-17,51,660.066
"Andorra",2020-05-18,51,660.066
"Andorra",2020-05-19,51,660.066
"Andorra",2020-05-20,51,660.066
"Andorra",2020-05-21,51,660.066
"Andorra",2020-05-22,51,660.066
"Andorra",2020-05-23,51,660.066
"Andorra",2020-05-24,51,660.066
"Andorra",2020-05-25,51,660.066
"Andorra",2020-05-26,51,660.066
"Andorra",2020-05-27,51,660.066
"Andorra",2020-05-28,51,660.066
"Andorra",2020-05-29,51,660.066
"Andorra",2020-05-30,51,660.066
"Andorra",2020-05-31,51,660.066
"Andorra",2020-06-01,51,660.066
"Andorra",2020-06-02,51,660.066
"Andorra",2020-06-03,51,660.066
"Andorra",2020-06-04,51,660.066
"Andorra",2020-06-05,51,660.066
"Andorra",2020-06-06,51,660.066
"Andorra",2020-06-07,51,660.066
"Andorra",2020-06-08,51,660.066
"Andorra",2020-06-09,51,660.066
"Andorra",2020-06-10,51,660.066
"Andorra",2020-06-11,51,660.066
"Andorra",2020-06-12,51,660.066
"Andorra",2020-06-13,51,660.066
"Andorra",2020-06-14,51,660.066
"Andorra",2020-06-15,51,660.066
"Andorra",2020-06-16,51,660.066
"Andorra",2020-06-17,52,673.008
"Andorra",2020-06-18,52,673.008
"Andorra",2020-06-19,52,673.008
"Andorra",2020-06-20,52,673.008
"Andorra",2020-06-21,52,673.008
"Andorra",2020-06-22,52,673.008
"Andorra",2020-06-23,52,673.008
"Andorra",2020-06-24,52,673.008
"Andorra",2020-06-25,52,673.008
"Andorra",2020-06-26,52,673.008
"Andorra",2020-06-27,52,673.008
"Andorra",2020-06-28,52,673.008
"Andorra",2020-06-29,52,673.008
"Andorra",2020-06-30,52,673.008
"Andorra",2020-07-01,52,673.008
"Andorra",2020-07-02,52,673.008
"Andorra",2020-07-03,52,673.008
"Andorra",2020-07-04,52,673.008
"Andorra",2020-07-05,52,673.008
"Andorra",2020-07-06,52,673.008
"Andorra",2020-07-07,52,673.008
"Andorra",2020-07-08,52,673.008
"Andorra",2020-07-09,52,673.008
"Andorra",2020-07-10,52,673.008
"Andorra",2020-07-11,52,673.008
"Andorra",2020-07-12,52,673.008
"Andorra",2020-07-13,52,673.008
"Andorra",2020-07-14,52,673.008
"Andorra",2020-07-15,52,673.008
"Andorra",2020-07-16,52,673.008
"Andorra",2020-07-17,52,673.008
"Andorra",2020-07-18,52,673.008
"Andorra",2020-07-19,52,673.008
"Andorra",2020-07-20,52,673.008
"Andorra",2020-07-21,52,673.008
"Andorra",2020-07-22,52,673.008
"Andorra",2020-07-23,52,673.008
"Andorra",2020-07-24,52,673.008
"Andorra",2020-07-25,52,673.008
"Andorra",2020-07-26,52,673.008
"Andorra",2020-07-27,52,673.008
"Andorra",2020-07-28,52,673.008
"Andorra",2020-07-29,52,673.008
"Andorra",2020-07-30,52,673.008
"Andorra",2020-07-31,52,673.008
"Andorra",2020-08-01,52,673.008
"Andorra",2020-08-02,52,673.008
"Andorra",2020-08-03,52,673.008
"Andorra",2020-08-04,52,673.008
"Andorra",2020-08-05,52,673.008
"Andorra",2020-08-06,52,673.008
"Andorra",2020-08-07,52,673.008
"Andorra",2020-08-08,52,673.008
"Andorra",2020-08-09,52,673.008
"Austria",2019-12-31,0,0
"Austria",2020-01-01,0,0
"Austria",2020-01-02,0,0
"Austria",2020-01-03,0,0
"Austria",2020-01-04,0,0
"Austria",2020-01-05,0,0
"Austria",2020-01-06,0,0
"Austria",2020-01-07,0,0
"Austria",2020-01-08,0,0
"Austria",2020-01-09,0,0
"Austria",2020-01-10,0,0
"Austria",2020-01-11,0,0
"Austria",2020-01-12,0,0
"Austria",2020-01-13,0,0
"Austria",2020-01-14,0,0
"Austria",2020-01-15,0,0
"Austria",2020-01-16,0,0
"Austria",2020-01-17,0,0
"Austria",2020-01-18,0,0
"Austria",2020-01-19,0,0
"Austria",2020-01-20,0,0
"Austria",2020-01-21,0,0
"Austria",2020-01-22,0,0
"Austria",2020-01-23,0,0
"Austria",2020-01-24,0,0
"Austria",2020-01-25,0,0
"Austria",2020-01-26,0,0
"Austria",2020-01-27,0,0
"Austria",2020-01-28,0,0
"Austria",2020-01-29,0,0
"Austria",2020-01-30,0,0
"Austria",2020-01-31,0,0
"Austria",2020-02-01,0,0
"Austria",2020-02-02,0,0
"Austria",2020-02-03,0,0
"Austria",2020-02-04,0,0
"Austria",2020-02-05,0,0
"Austria",2020-02-06,0,0
"Austria",2020-02-07,0,0
"Austria",2020-02-08,0,0
"Austria",2020-02-09,0,0
"Austria",2020-02-10,0,0
"Austria",2020-02-11,0,0
"Austria",2020-02-12,0,0
"Austria",2020-02-13,0,0
"Austria",2020-02-14,0,0
"Austria",2020-02-15,0,0
"Austria",2020-02-16,0,0
"Austria",2020-02-17,0,0
"Austria",2020-02-18,0,0
"Austria",2020-02-19,0,0
"Austria",2020-02-20,0,0
"Austria",2020-02-21,0,0
"Austria",2020-02-22,0,0
"Austria",2020-02-23,0,0
"Austria",2020-02-24,0,0
"Austria",2020-02-25,0,0
"Austria",2020-02-26,0,0
"Austria",2020-02-27,0,0
"Austria",2020-02-28,0,0
"Austria",2020-02-29,0,0
"Austria",2020-03-01,0,0
"Austria",2020-03-02,0,0
"Austria",2020-03-03,0,0
"Austria",2020-03-04,0,0
"Austria",2020-03-05,0,0
"Austria",2020-03-06,0,0
"Austria",2020-03-07,0,0
"Austria",2020-03-08,0,0
"Austria",2020-03-09,0,0
"Austria",2020-03-10,0,0
"Austria",2020-03-11,0,0
"Austria",2020-03-12,0,0
"Austria",2020-03-13,1,0.111
"Austria",2020-03-14,1,0.111
"Austria",2020-03-15,1,0.111
"Austria",2020-03-16,1,0.111
"Austria",2020-03-17,3,0.333
"Austria",2020-03-18,3,0.333
"Austria",2020-03-19,4,0.444
"Austria",2020-03-20,6,0.666
"Austria",2020-03-21,6,0.666
"Austria",2020-03-22,8,0.888
"Austria",2020-03-23,16,1.777
"Austria",2020-03-24,25,2.776
"Austria",2020-03-25,30,3.331
"Austria",2020-03-26,34,3.775
"Austria",2020-03-27,52,5.774
"Austria",2020-03-28,68,7.55
"Austria",2020-03-29,68,7.55
"Austria",2020-03-30,86,9.549
"Austria",2020-03-31,108,11.991
"Austria",2020-04-01,128,14.212
"Austria",2020-04-02,146,16.211
"Austria",2020-04-03,158,17.543
"Austria",2020-04-04,168,18.653
"Austria",2020-04-05,186,20.652
"Austria",2020-04-06,204,22.651
"Austria",2020-04-07,220,24.427
"Austria",2020-04-08,243,26.981
"Austria",2020-04-09,273,30.312
"Austria",2020-04-10,295,32.754
"Austria",2020-04-11,319,35.419
"Austria",2020-04-12,337,37.418
"Austria",2020-04-13,350,38.861
"Austria",2020-04-14,368,40.86
"Austria",2020-04-15,384,42.636
"Austria",2020-04-16,393,43.636
"Austria",2020-04-17,410,45.523
"Austria",2020-04-18,431,47.855
"Austria",2020-04-19,443,49.187
"Austria",2020-04-20,452,50.187
"Austria",2020-04-21,462,51.297
"Austria",2020-04-22,463,51.408
"Austria",2020-04-23,494,54.85
"Austria",2020-04-24,508,56.404
"Austria",2020-04-25,513,56.959
"Austria",2020-04-26,536,59.513
"Austria",2020-04-27,542,60.179
"Austria",2020-04-28,549,60.957
"Austria",2020-04-29,569,63.177
"Austria",2020-04-30,580,64.399
"Austria",2020-05-01,584,64.843
"Austria",2020-05-02,589,65.398
"Austria",2020-05-03,596,66.175
"Austria",2020-05-04,598,66.397
"Austria",2020-05-05,600,66.619
"Austria",2020-05-06,606,67.285
"Austria",2020-05-07,608,67.508
"Austria",2020-05-08,609,67.619
"Austria",2020-05-09,614,68.174
"Austria",2020-05-10,615,68.285
"Austria",2020-05-11,618,68.618
"Austria",2020-05-12,620,68.84
"Austria",2020-05-13,623,69.173
"Austria",2020-05-14,624,69.284
"Austria",2020-05-15,626,69.506
"Austria",2020-05-16,628,69.728
"Austria",2020-05-17,628,69.728
"Austria",2020-05-18,629,69.839
"Austria",2020-05-19,629,69.839
"Austria",2020-05-20,632,70.172
"Austria",2020-05-21,633,70.283
"Austria",2020-05-22,633,70.283
"Austria",2020-05-23,635,70.505
"Austria",2020-05-24,639,70.95
"Austria",2020-05-25,640,71.061
"Austria",2020-05-26,641,71.172
"Austria",2020-05-27,643,71.394
"Austria",2020-05-28,645,71.616
"Austria",2020-05-29,668,74.169
"Austria",2020-05-30,668,74.169
"Austria",2020-05-31,668,74.169
"Austria",2020-06-01,668,74.169
"Austria",2020-06-02,668,74.169
"Austria",2020-06-03,669,74.281
"Austria",2020-06-04,670,74.392
"Austria",2020-06-05,670,74.392
"Austria",2020-06-06,672,74.614
"Austria",2020-06-07,672,74.614
"Austria",2020-06-08,672,74.614
"Austria",2020-06-09,672,74.614
"Austria",2020-06-10,672,74.614
"Austria",2020-06-11,673,74.725
"Austria",2020-06-12,674,74.836
"Austria",2020-06-13,675,74.947
"Austria",2020-06-14,677,75.169
"Austria",2020-06-15,677,75.169
"Austria",2020-06-16,678,75.28
"Austria",2020-06-17,681,75.613
"Austria",2020-06-18,687,76.279
"Austria",2020-06-19,688,76.39
"Austria",2020-06-20,688,76.39
"Austria",2020-06-21,688,76.39
"Austria",2020-06-22,690,76.612
"Austria",2020-06-23,690,76.612
"Austria",2020-06-24,693,76.945
"Austria",2020-06-25,693,76.945
"Austria",2020-06-26,698,77.5
"Austria",2020-06-27,698,77.5
"Austria",2020-06-28,700,77.723
"Austria",2020-06-29,702,77.945
"Austria",2020-06-30,703,78.056
"Austria",2020-07-01,705,78.278
"Austria",2020-07-02,705,78.278
"Austria",2020-07-03,705,78.278
"Austria",2020-07-04,705,78.278
"Austria",2020-07-05,705,78.278
"Austria",2020-07-06,706,78.389
"Austria",2020-07-07,706,78.389
"Austria",2020-07-08,706,78.389
"Austria",2020-07-09,706,78.389
"Austria",2020-07-10,706,78.389
"Austria",2020-07-11,706,78.389
"Austria",2020-07-12,706,78.389
"Austria",2020-07-13,708,78.611
"Austria",2020-07-14,708,78.611
"Austria",2020-07-15,709,78.722
"Austria",2020-07-16,710,78.833
"Austria",2020-07-17,710,78.833
"Austria",2020-07-18,710,78.833
"Austria",2020-07-19,710,78.833
"Austria",2020-07-20,710,78.833
"Austria",2020-07-21,710,78.833
"Austria",2020-07-22,710,78.833
"Austria",2020-07-23,711,78.944
"Austria",2020-07-24,711,78.944
"Austria",2020-07-25,711,78.944
"Austria",2020-07-26,712,79.055
"Austria",2020-07-27,712,79.055
"Austria",2020-07-28,713,79.166
"Austria",2020-07-29,713,79.166
"Austria",2020-07-30,716,79.499
"Austria",2020-07-31,718,79.721
"Austria",2020-08-01,718,79.721
"Austria",2020-08-02,718,79.721
"Austria",2020-08-03,718,79.721
"Austria",2020-08-04,718,79.721
"Austria",2020-08-05,719,79.832
"Austria",2020-08-06,719,79.832
"Austria",2020-08-07,719,79.832
"Austria",2020-08-08,720,79.943
"Austria",2020-08-09,721,80.054
"Belarus",2019-12-31,0,0
"Belarus",2020-01-01,0,0
"Belarus",2020-01-02,0,0
"Belarus",2020-01-03,0,0
"Belarus",2020-01-04,0,0
"Belarus",2020-01-05,0,0
"Belarus",2020-01-06,0,0
"Belarus",2020-01-07,0,0
"Belarus",2020-01-08,0,0
"Belarus",2020-01-09,0,0
"Belarus",2020-01-10,0,0
"Belarus",2020-01-11,0,0
"Belarus",2020-01-12,0,0
"Belarus",2020-01-13,0,0
"Belarus",2020-01-14,0,0
"Belarus",2020-01-15,0,0
"Belarus",2020-01-16,0,0
"Belarus",2020-01-17,0,0
"Belarus",2020-01-18,0,0
"Belarus",2020-01-19,0,0
"Belarus",2020-01-20,0,0
"Belarus",2020-01-21,0,0
"Belarus",2020-01-22,0,0
"Belarus",2020-01-23,0,0
"Belarus",2020-01-24,0,0
"Belarus",2020-01-25,0,0
"Belarus",2020-01-26,0,0
"Belarus",2020-01-27,0,0
"Belarus",2020-01-28,0,0
"Belarus",2020-01-29,0,0
"Belarus",2020-01-30,0,0
"Belarus",2020-01-31,0,0
"Belarus",2020-02-01,0,0
"Belarus",2020-02-02,0,0
"Belarus",2020-02-03,0,0
"Belarus",2020-02-04,0,0
"Belarus",2020-02-05,0,0
"Belarus",2020-02-06,0,0
"Belarus",2020-02-07,0,0
"Belarus",2020-02-08,0,0
"Belarus",2020-02-09,0,0
"Belarus",2020-02-10,0,0
"Belarus",2020-02-11,0,0
"Belarus",2020-02-12,0,0
"Belarus",2020-02-13,0,0
"Belarus",2020-02-14,0,0
"Belarus",2020-02-15,0,0
"Belarus",2020-02-16,0,0
"Belarus",2020-02-17,0,0
"Belarus",2020-02-18,0,0
"Belarus",2020-02-19,0,0
"Belarus",2020-02-20,0,0
"Belarus",2020-02-21,0,0
"Belarus",2020-02-22,0,0
"Belarus",2020-02-23,0,0
"Belarus",2020-02-24,0,0
"Belarus",2020-02-25,0,0
"Belarus",2020-02-26,0,0
"Belarus",2020-02-27,0,0
"Belarus",2020-02-28,0,0
"Belarus",2020-02-29,0,0
"Belarus",2020-03-01,0,0
"Belarus",2020-03-02,0,0
"Belarus",2020-03-03,NA,NA
"Belarus",2020-03-04,0,0
"Belarus",2020-03-05,0,0
"Belarus",2020-03-06,NA,NA
"Belarus",2020-03-07,NA,NA
"Belarus",2020-03-08,NA,NA
"Belarus",2020-03-09,NA,NA
"Belarus",2020-03-10,NA,NA
"Belarus",2020-03-11,0,0
"Belarus",2020-03-12,0,0
"Belarus",2020-03-13,0,0
"Belarus",2020-03-14,NA,NA
"Belarus",2020-03-15,NA,NA
"Belarus",2020-03-16,0,0
"Belarus",2020-03-17,0,0
"Belarus",2020-03-18,0,0
"Belarus",2020-03-19,0,0
"Belarus",2020-03-20,0,0
"Belarus",2020-03-21,0,0
"Belarus",2020-03-22,0,0
"Belarus",2020-03-23,0,0
"Belarus",2020-03-24,0,0
"Belarus",2020-03-25,0,0
"Belarus",2020-03-26,0,0
"Belarus",2020-03-27,0,0
"Belarus",2020-03-28,0,0
"Belarus",2020-03-29,0,0
"Belarus",2020-03-30,0,0
"Belarus",2020-03-31,0,0
"Belarus",2020-04-01,0,0
"Belarus",2020-04-02,0,0
"Belarus",2020-04-03,4,0.423
"Belarus",2020-04-04,4,0.423
"Belarus",2020-04-05,5,0.529
"Belarus",2020-04-06,8,0.847
"Belarus",2020-04-07,13,1.376
"Belarus",2020-04-08,13,1.376
"Belarus",2020-04-09,13,1.376
"Belarus",2020-04-10,16,1.693
"Belarus",2020-04-11,19,2.011
"Belarus",2020-04-12,23,2.434
"Belarus",2020-04-13,26,2.752
"Belarus",2020-04-14,29,3.069
"Belarus",2020-04-15,33,3.492
"Belarus",2020-04-16,36,3.81
"Belarus",2020-04-17,40,4.233
"Belarus",2020-04-18,43,4.551
"Belarus",2020-04-19,45,4.762
"Belarus",2020-04-20,47,4.974
"Belarus",2020-04-21,51,5.397
"Belarus",2020-04-22,55,5.821
"Belarus",2020-04-23,58,6.138
"Belarus",2020-04-24,60,6.35
"Belarus",2020-04-25,63,6.667
"Belarus",2020-04-26,67,7.09
"Belarus",2020-04-27,72,7.62
"Belarus",2020-04-28,75,7.937
"Belarus",2020-04-29,79,8.36
"Belarus",2020-04-30,84,8.89
"Belarus",2020-05-01,89,9.419
"Belarus",2020-05-02,93,9.842
"Belarus",2020-05-03,97,10.265
"Belarus",2020-05-04,99,10.477
"Belarus",2020-05-05,103,10.9
"Belarus",2020-05-06,107,11.324
"Belarus",2020-05-07,112,11.853
"Belarus",2020-05-08,116,12.276
"Belarus",2020-05-09,121,12.805
"Belarus",2020-05-10,126,13.334
"Belarus",2020-05-11,131,13.863
"Belarus",2020-05-12,135,14.287
"Belarus",2020-05-13,142,15.028
"Belarus",2020-05-14,146,15.451
"Belarus",2020-05-15,151,15.98
"Belarus",2020-05-16,156,16.509
"Belarus",2020-05-17,160,16.932
"Belarus",2020-05-18,165,17.462
"Belarus",2020-05-19,171,18.097
"Belarus",2020-05-20,175,18.52
"Belarus",2020-05-21,179,18.943
"Belarus",2020-05-22,185,19.578
"Belarus",2020-05-23,190,20.107
"Belarus",2020-05-24,194,20.531
"Belarus",2020-05-25,199,21.06
"Belarus",2020-05-26,204,21.589
"Belarus",2020-05-27,208,22.012
"Belarus",2020-05-28,214,22.647
"Belarus",2020-05-29,219,23.176
"Belarus",2020-05-30,224,23.705
"Belarus",2020-05-31,229,24.235
"Belarus",2020-06-01,235,24.87
"Belarus",2020-06-02,240,25.399
"Belarus",2020-06-03,243,25.716
"Belarus",2020-06-04,248,26.245
"Belarus",2020-06-05,253,26.774
"Belarus",2020-06-06,259,27.409
"Belarus",2020-06-07,263,27.833
"Belarus",2020-06-08,269,28.468
"Belarus",2020-06-09,276,29.208
"Belarus",2020-06-10,282,29.843
"Belarus",2020-06-11,288,30.478
"Belarus",2020-06-12,293,31.008
"Belarus",2020-06-13,298,31.537
"Belarus",2020-06-14,303,32.066
"Belarus",2020-06-15,308,32.595
"Belarus",2020-06-16,312,33.018
"Belarus",2020-06-17,318,33.653
"Belarus",2020-06-18,324,34.288
"Belarus",2020-06-19,331,35.029
"Belarus",2020-06-20,333,35.241
"Belarus",2020-06-21,343,36.299
"Belarus",2020-06-22,346,36.616
"Belarus",2020-06-23,351,37.146
"Belarus",2020-06-24,357,37.78
"Belarus",2020-06-25,362,38.31
"Belarus",2020-06-26,367,38.839
"Belarus",2020-06-27,373,39.474
"Belarus",2020-06-28,377,39.897
"Belarus",2020-06-29,383,40.532
"Belarus",2020-06-30,387,40.955
"Belarus",2020-07-01,392,41.484
"Belarus",2020-07-02,398,42.119
"Belarus",2020-07-03,405,42.86
"Belarus",2020-07-04,412,43.601
"Belarus",2020-07-05,418,44.236
"Belarus",2020-07-06,423,44.765
"Belarus",2020-07-07,429,45.4
"Belarus",2020-07-08,436,46.141
"Belarus",2020-07-09,443,46.882
"Belarus",2020-07-10,449,47.517
"Belarus",2020-07-11,454,48.046
"Belarus",2020-07-12,459,48.575
"Belarus",2020-07-13,464,49.104
"Belarus",2020-07-14,468,49.527
"Belarus",2020-07-15,474,50.162
"Belarus",2020-07-16,480,50.797
"Belarus",2020-07-17,485,51.326
"Belarus",2020-07-18,491,51.961
"Belarus",2020-07-19,495,52.385
"Belarus",2020-07-20,499,52.808
"Belarus",2020-07-21,503,53.231
"Belarus",2020-07-22,507,53.655
"Belarus",2020-07-23,513,54.29
"Belarus",2020-07-24,519,54.925
"Belarus",2020-07-25,519,54.925
"Belarus",2020-07-26,530,56.089
"Belarus",2020-07-27,534,56.512
"Belarus",2020-07-28,538,56.935
"Belarus",2020-07-29,543,57.464
"Belarus",2020-07-30,548,57.994
"Belarus",2020-07-31,553,58.523
"Belarus",2020-08-01,559,59.158
"Belarus",2020-08-02,563,59.581
"Belarus",2020-08-03,567,60.004
"Belarus",2020-08-04,571,60.428
"Belarus",2020-08-05,574,60.745
"Belarus",2020-08-06,577,61.063
"Belarus",2020-08-07,580,61.38
"Belarus",2020-08-08,583,61.698
"Belarus",2020-08-09,585,61.909
"Belgium",2019-12-31,0,0
"Belgium",2020-01-01,0,0
"Belgium",2020-01-02,0,0
"Belgium",2020-01-03,0,0
"Belgium",2020-01-04,0,0
"Belgium",2020-01-05,0,0
"Belgium",2020-01-06,0,0
"Belgium",2020-01-07,0,0
"Belgium",2020-01-08,0,0
"Belgium",2020-01-09,0,0
"Belgium",2020-01-10,0,0
"Belgium",2020-01-11,0,0
"Belgium",2020-01-12,0,0
"Belgium",2020-01-13,0,0
"Belgium",2020-01-14,0,0
"Belgium",2020-01-15,0,0
"Belgium",2020-01-16,0,0
"Belgium",2020-01-17,0,0
"Belgium",2020-01-18,0,0
"Belgium",2020-01-19,0,0
"Belgium",2020-01-20,0,0
"Belgium",2020-01-21,0,0
"Belgium",2020-01-22,0,0
"Belgium",2020-01-23,0,0
"Belgium",2020-01-24,0,0
"Belgium",2020-01-25,0,0
"Belgium",2020-01-26,0,0
